document_id,paragraph_id,doc_str,term_count
03_2022_004_12c_035,15,start question number,5
03_2022_004_12c_035,17,alright students go begin simulation,5
03_2022_004_12c_036,1,right feel simulation,5
03_2022_004_12c_036,2,um first kind nervous kind smooth end goodness many questions ask come mind,11
03_2022_004_12c_036,3,thing students enjoy enthusiasm students important sort behavior students participation feel valued member community thing questions,12
03_2022_004_12c_036,4,questions like make students general certain students blank moment know goodness,10
03_2022_004_12c_036,5,question thing strengthen great question add tool belt text discussion make sure students follow text evidence times say weird expand students thinking text evidence students supports claim text feel certain way text think something correct students text evidence extend discussion students text evidence answers,48
03_2022_004_12c_036,6,example question ask anybody know things right questions story make realize read part activity today kinds questions mind,16
03_2022_004_12c_036,7,let look let go look example student intern text evidence,14
03_2022_004_12c_036,8,um kind information visionary,4
03_2022_004_12c_036,9,let student hand answer first question call say angry lie detector results say,15
03_2022_004_12c_036,10,say student find story anger story,5
03_2022_004_12c_036,11,wonderful claim angry evidence text support know text angry someone take lie detector test tell students story answers text evidence right something text find answer see text text evidence lead discussion appropriate response students student question,46
03_2022_004_12c_036,13,question answer text evidence follow questions good response,10
03_2022_004_12c_036,15,next round follow students text text evidence,9
03_2022_004_12c_036,17,right thing question number,6
03_2022_004_12c_037,1,feel,1
03_2022_004_12c_037,2,good different questions students able provide question reporter undercover story way,12
03_2022_004_12c_037,3,kind something positive supportive student answers welcoming open environment good positive energy good scenario good job work something work little bit students textual evidence think important students provide textual evidence claim nervous claim,40
03_2022_004_12c_037,4,reason students cite information stories oh paragraph first teacher story interpretations one's reporters interview spy different company like get info company evidence support statements,16
03_2022_004_12c_037,5,like see see see answer wrong push look something tweak beginning nervous response nervous new job explain students give textual evidence ask textual evidence students textual evidence model nervous response something thank textual evidence thank textual evidence tell put chat textual evidence tell say great tell text answer examples clear evidence text shift language think ask text let practice let practice student ask likely feeling lie detector results,93
03_2022_004_12c_037,6,start question redo simulator,3
03_2022_004_12c_037,7,say question give answer simulator,3
03_2022_004_12c_037,8,question likely feel lie detector results,11
03_2022_004_12c_037,9,nervous,1
03_2022_004_12c_037,10,great tell texts texts answer,5
03_2022_004_12c_037,11,paragraph heart chest think nervous,8
03_2022_004_12c_037,13,right see get text evidence text evidence text get evidence practice next simulation questions next simulation,17
03_2022_004_12c_037,14,good,1
03_2022_004_12c_037,15,start next round round focus text evidence right good luck,10
03_2022_004_12c_037,16,thank,1
03_2022_004_12c_042,1,thank much simulation round spend little bit time think,9
03_2022_004_12c_042,3,tell little bit think,5
03_2022_004_12c_042,4,students everything good,2
03_2022_004_12c_042,6,questions evidence think right,5
03_2022_004_12c_042,7,good point probing strong thing student answer evidence important skill whole purpose text discussion great job keep thing talk little bit next minutes student wrong answer remember couple times students misunderstandings instance point think answer,41
03_2022_004_12c_042,9,texts feeling nervous right lie detector results details think cool elevator student challenge next round misunderstanding say help realize moment,19
03_2022_004_12c_042,10,heart,1
03_2022_004_12c_042,11,point different evidence text text kind help say heart hard respond idea nervousness point,18
03_2022_004_12c_042,12,reread text,2
03_2022_004_12c_042,13,part think helpful look question remember parts lie detector parts work sort nervous falsified lie detector results student support guide important thing want leave sure misunderstanding,30
03_2022_004_12c_042,15,couple minutes round let practice time ask question number give incorrect response practice revise answer question number,23
03_2022_004_12c_042,16,think,1
03_2022_004_12c_042,17,new student intern,5
03_2022_004_12c_042,19,first sentence new student intern right,8
03_2022_004_12c_042,20,think nervous think intern,6
03_2022_004_12c_042,22,lie detector think,4
03_2022_004_12c_042,23,right lie detector results spy good job multiple feedback loops student get first question student revise misunderstandings best way make sure skills text questions second round practice,30
03_2022_004_12c_042,25,right last time retry simulation beginning start students screen first question student round,12
03_2022_004_12c_049,1,feel round simulation,4
03_2022_004_12c_049,2,right,1
03_2022_004_12c_049,3,thing time student claim explain important students sort evidence build ensure students actual text evidence right make sure students forth answer claim answer sort evidence text look phrase see add phrase make specific ask text evidence general evidence right improve questions students use text evidence support answer,61
03_2022_004_12c_049,4,um ask text find support,6
03_2022_004_12c_049,5,right text see text find support support excited nervous example excited say ethan,15
03_2022_004_12c_049,6,think excited part text think excited,8
03_2022_004_12c_049,7,right first think excited similar last round make small subtle change add text excited right text see small little part students look text provide paragraph line answer student hand calm say,33
03_2022_004_12c_049,8,text find calm author mention anything,4
03_2022_004_12c_049,9,kind switch author important author's paragraph calm calm appropriate answer calm good answer,13
03_2022_004_12c_049,11,text evidence question know lie detector results answer nervous text evidence make sure students evidence text evidence question lines line heart pounding lie detector results appropriate text reference make sure students show evidence text thoughts right thoughts wrong make sure thoughts text let try time daughter say,67
03_2022_004_12c_049,12,texts find,1
03_2022_004_12c_049,13,excellent text find text students second round simulation special attention addition sure students text text find answers right round,23
03_2022_004_12c_051,1,feel first round,2
03_2022_004_12c_051,2,know first time nervous real students,5
03_2022_004_12c_051,3,natural little bit nerve experience new think kind like calm enthusiastic demeanor ask students questions super important thing work second round scaffold students misunderstanding times students sure say,35
03_2022_004_12c_051,4,spy company sure like correct,5
03_2022_004_12c_051,5,talk respond students comprehend spy response appropriate response lot evidence ones students get comprehension understand something feedback support scaffold understanding think time student response text answer,24
